id	contig
ETK04728	BD_contigs_contig_72140
ETK04740	BD_contigs_contig_30840
ETK04740	BD_contigs_contig_13507
ETK04740	BD_contigs_contig_4581
ETK04740	BD_contigs_contig_3257
ETK04768	BD_contigs_contig_18417
ETK04819	BD_contigs_contig_51038
ETK04820	BD_contigs_contig_92005
ETK04826	BD_contigs_contig_26243
ETK04840	BD_contigs_contig_54225
ETK04901	BD_contigs_contig_56813
ETK04901	BD_contigs_contig_2753
ETK04901	BD_contigs_contig_12455
ETK04901	BD_contigs_contig_113856
ETK04902	BD_contigs_contig_1707
ETK04903	BD_contigs_contig_13195
ETK04903	BD_contigs_contig_13970
ETK04903	BD_contigs_contig_13971
ETK04911	BD_contigs_contig_35473
ETK04924	BD_contigs_contig_5482
ETK04928	BD_contigs_contig_11264
ETK04945	BD_contigs_contig_14946
ETK04947	BD_contigs_contig_48409
ETK04954	BD_contigs_contig_34301
ETK04954	BD_contigs_contig_61284
ETK04956	BD_contigs_contig_35253
ETK04959	BD_contigs_contig_6849
ETK04973	BD_contigs_contig_37714
ETK04973	BD_contigs_contig_21022
ETK04988	BD_contigs_contig_10952
ETK04997	BD_contigs_contig_31770
ETK04997	BD_contigs_contig_31771
ETK04998	BD_contigs_contig_12034
ETK05000	BD_contigs_contig_37400
ETK05003	BD_contigs_contig_27555
ETK05015	BD_contigs_contig_2342
ETK05015	BD_contigs_contig_2354
ETK05056	BD_contigs_contig_68544
ETK05079	BD_contigs_contig_114193
ETK05079	BD_contigs_contig_9996
ETK05094	BD_contigs_contig_82526
ETK05113	BD_contigs_contig_49282
ETK05140	BD_contigs_contig_19440
ETK05141	BD_contigs_contig_11871
ETK05141	BD_contigs_contig_8317
ETK05144	BD_contigs_contig_30701
ETK05155	BD_contigs_contig_1910
ETK05158	BD_contigs_contig_101801
ETK05183	BD_contigs_contig_21435
ETK05190	BD_contigs_contig_6291
ETK05195	BD_contigs_contig_20742
ETK05212	BD_contigs_contig_68577
ETK05243	BD_contigs_contig_30277
ETK05257	BD_contigs_contig_23058
ETK05268	BD_contigs_contig_10121
ETK05295	BD_contigs_contig_64161
ETK05308	BD_contigs_contig_35082
ETK05319	BD_contigs_contig_19477
ETK05327	BD_contigs_contig_786
ETK05345	BD_contigs_contig_60181
ETK05352	BD_contigs_contig_24359
ETK05353	BD_contigs_contig_7845
ETK05357	BD_contigs_contig_22278
ETK05364	BD_contigs_contig_41146
ETK05463	BD_contigs_contig_4370
ETK05471	BD_contigs_contig_1349
ETK05480	BD_contigs_contig_5890
ETK05499	BD_contigs_contig_30978
ETK05504	BD_contigs_contig_4254
ETK05516	BD_contigs_contig_61747
ETK05534	BD_contigs_contig_48811
ETK05534	BD_contigs_contig_100845
ETK05594	BD_contigs_contig_3384
ETK05595	BD_contigs_contig_18450
ETK05604	BD_contigs_contig_17450
ETK05760	BD_contigs_contig_50048
ETK05774	BD_contigs_contig_13370
ETK05774	BD_contigs_contig_36479
ETK05785	BD_contigs_contig_12547
ETK05817	BD_contigs_contig_20325
ETK05871	BD_contigs_contig_14161
ETK05876	BD_contigs_contig_3866
ETK05878	BD_contigs_contig_6793
ETK05892	BD_contigs_contig_22062
ETK05899	BD_contigs_contig_14419
ETK05899	BD_contigs_contig_21543
ETK05908	BD_contigs_contig_6938
ETK05920	BD_contigs_contig_33809
ETK05928	BD_contigs_contig_58429
ETK05929	BD_contigs_contig_14853
ETK05929	BD_contigs_contig_74277
ETK05929	BD_contigs_contig_2420
ETK05929	BD_contigs_contig_65008
ETK05959	BD_contigs_contig_13079
ETK05985	BD_contigs_contig_10306
ETK05997	BD_contigs_contig_46977
ETK05998	BD_contigs_contig_84123
ETK06000	BD_contigs_contig_83383
ETK06015	BD_contigs_contig_4873
ETK06039	BD_contigs_contig_88925
ETK06040	BD_contigs_contig_67649
ETK06076	BD_contigs_contig_52912
ETK06093	BD_contigs_contig_113463
ETK06094	BD_contigs_contig_79992
ETK06130	BD_contigs_contig_31936
ETK06150	BD_contigs_contig_2237
ETK06154	BD_contigs_contig_58634
ETK06154	BD_contigs_contig_58635
ETK06165	BD_contigs_contig_34706
ETK06172	BD_contigs_contig_5370
ETK06191	BD_contigs_contig_1562
ETK06191	BD_contigs_contig_1544
ETK06191	BD_contigs_contig_12155
ETK06191	BD_contigs_contig_12154
ETK06191	BD_contigs_contig_1559
ETK06194	BD_contigs_contig_38055
ETK06236	BD_contigs_contig_23196
ETK06236	BD_contigs_contig_16363
ETK06245	BD_contigs_contig_14526
ETK06280	BD_contigs_contig_32302
ETK06280	BD_contigs_contig_25290
ETK06280	BD_contigs_contig_54708
ETK06302	BD_contigs_contig_7741
ETK06302	BD_contigs_contig_5851
ETK06316	BD_contigs_contig_12234
ETK06323	BD_contigs_contig_39077
ETK06335	BD_contigs_contig_24637
ETK06361	BD_contigs_contig_17739
ETK06362	BD_contigs_contig_8842
ETK06367	BD_contigs_contig_11431
ETK06367	BD_contigs_contig_11427
ETK06369	BD_contigs_contig_11419
ETK06369	BD_contigs_contig_17792
ETK06369	BD_contigs_contig_17793
ETK06374	BD_contigs_contig_66767
ETK06388	BD_contigs_contig_26457
ETK06401	BD_contigs_contig_1511
ETK06433	BD_contigs_contig_26302
ETK06440	BD_contigs_contig_82519
ETK06466	BD_contigs_contig_82363
ETK06467	BD_contigs_contig_17089
ETK06476	BD_contigs_contig_13422
ETK06476	BD_contigs_contig_13398
ETK06492	BD_contigs_contig_37840
ETK06497	BD_contigs_contig_11556
ETK06599	BD_contigs_contig_55022
ETK06617	BD_contigs_contig_52981
ETK06625	BD_contigs_contig_29649
ETK06627	BD_contigs_contig_5610
ETK06629	BD_contigs_contig_22787
ETK06652	BD_contigs_contig_35250
ETK06683	BD_contigs_contig_61243
ETK06683	BD_contigs_contig_31796
ETK06701	BD_contigs_contig_27703
ETK06701	BD_contigs_contig_27700
ETK06701	BD_contigs_contig_27725
ETK06705	BD_contigs_contig_22528
ETK06705	BD_contigs_contig_78258
ETK06708	BD_contigs_contig_43021
ETK06742	BD_contigs_contig_22690
ETK06749	BD_contigs_contig_34068
ETK06750	BD_contigs_contig_49115
ETK06760	BD_contigs_contig_15459
ETK06769	BD_contigs_contig_19914
ETK06769	BD_contigs_contig_41183
ETK06801	BD_contigs_contig_52013
ETK06802	BD_contigs_contig_27698
ETK06802	BD_contigs_contig_29146
ETK06878	BD_contigs_contig_59517
ETK06884	BD_contigs_contig_45034
ETK06884	BD_contigs_contig_27258
ETK06903	BD_contigs_contig_2825
ETK06936	BD_contigs_contig_31386
ETK06991	BD_contigs_contig_14163
ETK07034	BD_contigs_contig_57308
ETK07073	BD_contigs_contig_11753
ETK07077	BD_contigs_contig_10866
ETK07077	BD_contigs_contig_10867
ETK07095	BD_contigs_contig_62267
ETK07096	BD_contigs_contig_16520
ETK07132	BD_contigs_contig_75004
ETK07138	BD_contigs_contig_37710
ETK07138	BD_contigs_contig_48096
ETK07212	BD_contigs_contig_13458
ETK07212	BD_contigs_contig_13519
ETK07212	BD_contigs_contig_49600
ETK07212	BD_contigs_contig_49602
ETK07212	BD_contigs_contig_83976
ETK07212	BD_contigs_contig_49603
ETK07212	BD_contigs_contig_13517
ETK07212	BD_contigs_contig_13459
ETK07212	BD_contigs_contig_11154
ETK07224	BD_contigs_contig_66363
ETK07225	BD_contigs_contig_11832
ETK07236	BD_contigs_contig_18507
ETK07249	BD_contigs_contig_21946
ETK07273	BD_contigs_contig_32910
ETK07301	BD_contigs_contig_14310
ETK07317	BD_contigs_contig_24827
ETK07369	BD_contigs_contig_1836
ETK07400	BD_contigs_contig_13744
ETK07416	BD_contigs_contig_23219
ETK07416	BD_contigs_contig_32532
ETK07440	BD_contigs_contig_5211
ETK07544	BD_contigs_contig_78991
ETK07572	BD_contigs_contig_17986
ETK07582	BD_contigs_contig_35310
ETK07601	BD_contigs_contig_6889
ETK07610	BD_contigs_contig_13745
ETK07624	BD_contigs_contig_2105
ETK07624	BD_contigs_contig_2116
ETK07624	BD_contigs_contig_2115
ETK07705	BD_contigs_contig_4917
ETK07705	BD_contigs_contig_4574
ETK07705	BD_contigs_contig_4919
ETK07705	BD_contigs_contig_5094
ETK07727	BD_contigs_contig_63563
ETK07727	BD_contigs_contig_9869
ETK07731	BD_contigs_contig_43254
ETK07733	BD_contigs_contig_66974
ETK07735	BD_contigs_contig_15237
ETK07735	BD_contigs_contig_30484
ETK07745	BD_contigs_contig_25763
ETK07752	BD_contigs_contig_13948
ETK07789	BD_contigs_contig_6515
ETK07841	BD_contigs_contig_103648
ETK07887	BD_contigs_contig_8594
ETK07928	BD_contigs_contig_3990
ETK07934	BD_contigs_contig_8389
ETK07946	BD_contigs_contig_96110
ETK07951	BD_contigs_contig_30483
ETK07955	BD_contigs_contig_8061
ETK07960	BD_contigs_contig_101865
ETK07960	BD_contigs_contig_59127
ETK07960	BD_contigs_contig_22677
ETK07977	BD_contigs_contig_36622
ETK07978	BD_contigs_contig_61903
ETK07978	BD_contigs_contig_61903
ETK07981	BD_contigs_contig_40300
ETK08009	BD_contigs_contig_32446
ETK08020	BD_contigs_contig_61025
ETK08043	BD_contigs_contig_37989
ETK08044	BD_contigs_contig_46038
ETK08078	BD_contigs_contig_3796
ETK08078	BD_contigs_contig_2392
ETK08096	BD_contigs_contig_26067
ETK08097	BD_contigs_contig_40694
ETK08098	BD_contigs_contig_16841
ETK08098	BD_contigs_contig_16776
ETK08098	BD_contigs_contig_10990
ETK08107	BD_contigs_contig_43328
ETK08141	BD_contigs_contig_48777
ETK08149	BD_contigs_contig_3576
ETK08195	BD_contigs_contig_84191
ETK08195	BD_contigs_contig_6965
ETK08198	BD_contigs_contig_35163
ETK08199	BD_contigs_contig_45163
ETK08208	BD_contigs_contig_14068
ETK08213	BD_contigs_contig_16949
ETK08248	BD_contigs_contig_1438
ETK08249	BD_contigs_contig_1437
ETK08263	BD_contigs_contig_26380
ETK08266	BD_contigs_contig_45946
ETK08287	BD_contigs_contig_13450
ETK08289	BD_contigs_contig_37774
ETK08290	BD_contigs_contig_43492
ETK08293	BD_contigs_contig_8316
ETK08428	BD_contigs_contig_26082
ETK08447	BD_contigs_contig_15868
ETK08453	BD_contigs_contig_2027
ETK08470	BD_contigs_contig_8374
ETK08470	BD_contigs_contig_68909
ETK08470	BD_contigs_contig_8386
ETK08470	BD_contigs_contig_92903
ETK08513	BD_contigs_contig_12226
ETK08517	BD_contigs_contig_30271
ETK08520	BD_contigs_contig_38237
ETK08534	BD_contigs_contig_67818
ETK08580	BD_contigs_contig_35643
ETK08580	BD_contigs_contig_35637
ETK08580	BD_contigs_contig_7689
ETK08580	BD_contigs_contig_45539
ETK08585	BD_contigs_contig_11233
ETK08585	BD_contigs_contig_11233
ETK08588	BD_contigs_contig_64876
ETK08650	BD_contigs_contig_6602
ETK08699	BD_contigs_contig_32303
ETK08703	BD_contigs_contig_2620
ETK08712	BD_contigs_contig_75866
ETK08712	BD_contigs_contig_57948
ETK08745	BD_contigs_contig_24782
ETK08749	BD_contigs_contig_35038
ETK08770	BD_contigs_contig_4693
ETK08775	BD_contigs_contig_22959
ETK08799	BD_contigs_contig_19691
ETK08836	BD_contigs_contig_27552
ETK08845	BD_contigs_contig_6519
ETK08874	BD_contigs_contig_37191
ETK08876	BD_contigs_contig_7565
ETK08876	BD_contigs_contig_50384
ETK08900	BD_contigs_contig_22332
ETK08915	BD_contigs_contig_59759
ETK08940	BD_contigs_contig_61902
ETK08960	BD_contigs_contig_26885
ETK08969	BD_contigs_contig_23490
ETK08969	BD_contigs_contig_20256
ETK08974	BD_contigs_contig_41705
ETK08979	BD_contigs_contig_50806
ETK08986	BD_contigs_contig_113628
ETK09029	BD_contigs_contig_33663
ETK09043	BD_contigs_contig_1222
ETK09052	BD_contigs_contig_33097
ETK09060	BD_contigs_contig_58204
ETK09060	BD_contigs_contig_4359
ETK09061	BD_contigs_contig_89494
ETK09061	BD_contigs_contig_89494
ETK09084	BD_contigs_contig_14147
ETK09084	BD_contigs_contig_14147
ETK09135	BD_contigs_contig_56611
ETK09163	BD_contigs_contig_93606
ETK09175	BD_contigs_contig_5871
ETK09209	BD_contigs_contig_49535
ETK09210	BD_contigs_contig_585
ETK09211	BD_contigs_contig_14151
ETK09216	BD_contigs_contig_82038
ETK09245	BD_contigs_contig_37174
ETK09253	BD_contigs_contig_26398
ETK09276	BD_contigs_contig_17101
ETK09291	BD_contigs_contig_101667
ETK09306	BD_contigs_contig_55710
ETK09341	BD_contigs_contig_21300
ETK09346	BD_contigs_contig_23667
ETK09354	BD_contigs_contig_46157
ETK09389	BD_contigs_contig_35963
ETK09389	BD_contigs_contig_8452
ETK09440	BD_contigs_contig_9583
ETK09549	BD_contigs_contig_27640
ETK09557	BD_contigs_contig_20165
ETK09566	BD_contigs_contig_23446
ETK09569	BD_contigs_contig_42866
ETK09618	BD_contigs_contig_48179
ETK09626	BD_contigs_contig_49111
ETK09649	BD_contigs_contig_37451
ETK09659	BD_contigs_contig_74927
ETK09738	BD_contigs_contig_16126
ETK09784	BD_contigs_contig_22306
ETK09894	BD_contigs_contig_31234
ETK09920	BD_contigs_contig_18335
ETK09935	BD_contigs_contig_55461
ETK09953	BD_contigs_contig_21454
ETK09972	BD_contigs_contig_70123
ETK09978	BD_contigs_contig_38540
ETK09983	BD_contigs_contig_32899
ETK10074	BD_contigs_contig_24530
ETK10112	BD_contigs_contig_7766
ETK10162	BD_contigs_contig_15199
ETK10241	BD_contigs_contig_21794
ETK10241	BD_contigs_contig_9403
ETK10241	BD_contigs_contig_25433
ETK10306	BD_contigs_contig_15200
ETK10340	BD_contigs_contig_73470
ETK10344	BD_contigs_contig_67602
ETK10374	BD_contigs_contig_28035
ETK10374	BD_contigs_contig_43004
ETK10374	BD_contigs_contig_42945
ETK10384	BD_contigs_contig_80915
ETK10414	BD_contigs_contig_44127
ETK10422	BD_contigs_contig_113565
ETK10428	BD_contigs_contig_14750
ETK10481	BD_contigs_contig_16416
ETK10492	BD_contigs_contig_20652
ETK10492	BD_contigs_contig_20653
ETK10492	BD_contigs_contig_20655
ETK10492	BD_contigs_contig_20652
ETK10525	BD_contigs_contig_94380
ETK10525	BD_contigs_contig_94380
ETK10525	BD_contigs_contig_72915
ETK10526	BD_contigs_contig_79939
ETK10552	BD_contigs_contig_85972
ETK10571	BD_contigs_contig_15417
ETK10571	BD_contigs_contig_15438
ETK10587	BD_contigs_contig_14781
ETK10588	BD_contigs_contig_22158
ETK10589	BD_contigs_contig_12080
ETK10603	BD_contigs_contig_8247
ETK10678	BD_contigs_contig_19422
ETK10710	BD_contigs_contig_59760
ETK10710	BD_contigs_contig_22665
ETK10710	BD_contigs_contig_59129
ETK10718	BD_contigs_contig_69319
ETK10721	BD_contigs_contig_62240
ETK10721	BD_contigs_contig_77248
ETK10760	BD_contigs_contig_22664
ETK10760	BD_contigs_contig_60660
ETK10760	BD_contigs_contig_60663
ETK10760	BD_contigs_contig_22701
ETK10776	BD_contigs_contig_98266
ETK10816	BD_contigs_contig_25083
ETK10841	BD_contigs_contig_60664
ETK10841	BD_contigs_contig_60662
ETK10852	BD_contigs_contig_27161
ETK11055	BD_contigs_contig_40799
ETK11082	BD_contigs_contig_62862
ETK11082	BD_contigs_contig_62863
ETK11087	BD_contigs_contig_50176
ETK11144	BD_contigs_contig_20244
ETK11144	BD_contigs_contig_44310
ETK11166	BD_contigs_contig_19543
ETK11170	BD_contigs_contig_13447
ETK11226	BD_contigs_contig_11019
ETK11226	BD_contigs_contig_2466
ETK11251	BD_contigs_contig_46505
ETK11257	BD_contigs_contig_27418
ETK11262	BD_contigs_contig_15275
ETK11262	BD_contigs_contig_78743
ETK11273	BD_contigs_contig_1591
ETK11273	BD_contigs_contig_1591
ETK11295	BD_contigs_contig_8294
ETK11297	BD_contigs_contig_37124
ETK11314	BD_contigs_contig_24894
ETK11333	BD_contigs_contig_28674
ETK11379	BD_contigs_contig_72984
ETK11398	BD_contigs_contig_84149
ETK11398	BD_contigs_contig_84148
ETK11403	BD_contigs_contig_34174
ETK11615	BD_contigs_contig_68892
ETK11671	BD_contigs_contig_16168
ETK11673	BD_contigs_contig_1348
ETK11673	BD_contigs_contig_22786
ETK11680	BD_contigs_contig_28883
ETK11690	BD_contigs_contig_55025
ETK11698	BD_contigs_contig_3920
ETK11698	BD_contigs_contig_14670
ETK11703	BD_contigs_contig_15936
ETK11727	BD_contigs_contig_51928
ETK11776	BD_contigs_contig_35665
ETK11776	BD_contigs_contig_21360
ETK11789	BD_contigs_contig_89504
ETK11801	BD_contigs_contig_58639
ETK11817	BD_contigs_contig_13504
ETK11817	BD_contigs_contig_13503
ETK11870	BD_contigs_contig_14959
ETK11881	BD_contigs_contig_39093
ETK11888	BD_contigs_contig_48543
ETK11892	BD_contigs_contig_10442
ETK11917	BD_contigs_contig_24670
ETK12032	BD_contigs_contig_6520
ETK12073	BD_contigs_contig_9596
ETK12080	BD_contigs_contig_65337
ETK12080	BD_contigs_contig_65333
ETK12080	BD_contigs_contig_41490
ETK12157	BD_contigs_contig_27414
ETK12169	BD_contigs_contig_22618
ETK12226	BD_contigs_contig_72121
ETK12226	BD_contigs_contig_80569
ETK12263	BD_contigs_contig_68015
ETK12307	BD_contigs_contig_277
ETK12330	BD_contigs_contig_7340
ETK12330	BD_contigs_contig_7339
ETK12337	BD_contigs_contig_39945
ETK12339	BD_contigs_contig_17410
ETK12343	BD_contigs_contig_15833
ETK12344	BD_contigs_contig_22633
ETK12370	BD_contigs_contig_15364
ETK12370	BD_contigs_contig_15364
ETK12389	BD_contigs_contig_11006
ETK12389	BD_contigs_contig_11007
ETK12389	BD_contigs_contig_11265
ETK12389	BD_contigs_contig_7683
ETK12390	BD_contigs_contig_3664
ETK12390	BD_contigs_contig_113168
ETK12390	BD_contigs_contig_4577
ETK12390	BD_contigs_contig_4575
ETK12405	BD_contigs_contig_102170
ETK12424	BD_contigs_contig_12710
ETK12424	BD_contigs_contig_18247
ETK12432	BD_contigs_contig_33624
ETK12460	BD_contigs_contig_11735
ETK12529	BD_contigs_contig_20596
ETK12562	BD_contigs_contig_6595
ETK12576	BD_contigs_contig_50672
ETK12610	BD_contigs_contig_92604
ETK12640	BD_contigs_contig_87760
ETK12641	BD_contigs_contig_60984
ETK12711	BD_contigs_contig_17494
ETK12711	BD_contigs_contig_19318
ETK12714	BD_contigs_contig_20316
ETK12735	BD_contigs_contig_16676
ETK12744	BD_contigs_contig_18851
ETK12745	BD_contigs_contig_5668
ETK12752	BD_contigs_contig_17460
ETK12777	BD_contigs_contig_41308
ETK12777	BD_contigs_contig_80313
ETK12779	BD_contigs_contig_16578
ETK12782	BD_contigs_contig_46484
ETK12806	BD_contigs_contig_85973
ETK12819	BD_contigs_contig_67256
ETK12839	BD_contigs_contig_11273
ETK12855	BD_contigs_contig_28653
ETK12892	BD_contigs_contig_16158
ETK12928	BD_contigs_contig_84077
ETK12951	BD_contigs_contig_81110
ETK12951	BD_contigs_contig_113265
ETK12951	BD_contigs_contig_517
ETK12951	BD_contigs_contig_113137
ETK12951	BD_contigs_contig_484
ETK12951	BD_contigs_contig_114804
ETK12951	BD_contigs_contig_517
ETK12964	BD_contigs_contig_62726
ETK13016	BD_contigs_contig_11167
ETK13024	BD_contigs_contig_26066
ETK13035	BD_contigs_contig_20346
ETK13035	BD_contigs_contig_20348
ETK13071	BD_contigs_contig_51784
ETK13134	BD_contigs_contig_30979
ETK13153	BD_contigs_contig_45245
ETK13194	BD_contigs_contig_42220
ETO95499	BD_contigs_contig_105986
ETO95790	BD_contigs_contig_108714
ETO95804	BD_contigs_contig_55837
ETO96159	BD_contigs_contig_5107
ETO96252	BD_contigs_contig_95070
ETO97603	BD_contigs_contig_59950
ETO98458	BD_contigs_contig_7796
ETO98531	BD_contigs_contig_37926
ETO98556	BD_contigs_contig_105867
ETS90437	BD_contigs_contig_95288
ETS90437	BD_contigs_contig_95623
ETS90437	BD_contigs_contig_72309
ETS90735	BD_contigs_contig_80875
ETS91545	BD_contigs_contig_36835
ETS91571	BD_contigs_contig_82866
ETS91571	BD_contigs_contig_58239
ETS91662	BD_contigs_contig_111610
ETS91727	BD_contigs_contig_60635
ETS92004	BD_contigs_contig_27865
ETS92004	BD_contigs_contig_27864
ETS92004	BD_contigs_contig_27866
ETS92004	BD_contigs_contig_27863
ETS92004	BD_contigs_contig_27867
ETS92433	BD_contigs_contig_15888
ETS92635	BD_contigs_contig_105493
ETS92677	BD_contigs_contig_10405
ETS92808	BD_contigs_contig_79425
ETS92826	BD_contigs_contig_98872
ETS92855	BD_contigs_contig_110345
ETS93305	BD_contigs_contig_111526
ETS93645	BD_contigs_contig_19665
ETS93706	BD_contigs_contig_5198
ETS93837	BD_contigs_contig_4589
ETS93958	BD_contigs_contig_34114
ETS93958	BD_contigs_contig_42242
ETS93958	BD_contigs_contig_23422
ETS93958	BD_contigs_contig_23422
ETS94126	BD_contigs_contig_77992
ETS94126	BD_contigs_contig_26787
ETS94614	BD_contigs_contig_65967
ETS94710	BD_contigs_contig_5247
ETS94954	BD_contigs_contig_63091
ETS94957	BD_contigs_contig_997
ETS96597	BD_contigs_contig_69824
ETS96619	BD_contigs_contig_89247
ETS97080	BD_contigs_contig_78342
ETS97120	BD_contigs_contig_65738
ETS97177	BD_contigs_contig_50947
ETS97372	BD_contigs_contig_97009
ETS97402	BD_contigs_contig_86643
ETS97871	BD_contigs_contig_72439
ETS99617	BD_contigs_contig_76362
ETT00165	BD_contigs_contig_84719
ETT00527	BD_contigs_contig_94741
ETT00527	BD_contigs_contig_45940
ETT00527	BD_contigs_contig_45510
ETT01405	BD_contigs_contig_23448
ETT01530	BD_contigs_contig_85204
ETT01645	BD_contigs_contig_44283
ETT01645	BD_contigs_contig_44850
ETT01645	BD_contigs_contig_25038
ETT01645	BD_contigs_contig_44851
ETT02222	BD_contigs_contig_60618
ETT02233	BD_contigs_contig_54438
ETT03194	BD_contigs_contig_12858
ETT03194	BD_contigs_contig_14617
ETT03194	BD_contigs_contig_12857
ETT03547	BD_contigs_contig_50597
ETT03547	BD_contigs_contig_69567
ETT03547	BD_contigs_contig_69564
ETT03547	BD_contigs_contig_69565
ETT03547	BD_contigs_contig_50598
ETT04737	BD_contigs_contig_67646
ETT07837	BD_contigs_contig_67766
ETT09919	BD_contigs_contig_96360
ETT15866	BD_contigs_contig_100189
ETT15866	BD_contigs_contig_98629
ETW68843	BD_contigs_contig_112885
ETY71842	BD_contigs_contig_108601
ETZ24504	BD_contigs_contig_92321
ETZ25228	BD_contigs_contig_40866
ETZ25470	BD_contigs_contig_22466
ETZ25470	BD_contigs_contig_15160
ETZ25470	BD_contigs_contig_15167
ETZ25506	BD_contigs_contig_5082
ETZ25819	BD_contigs_contig_72133
ETZ26286	BD_contigs_contig_15173
ETZ27847	BD_contigs_contig_23900
ETZ27926	BD_contigs_contig_12851
ETZ27963	BD_contigs_contig_41904
ETZ28066	BD_contigs_contig_46333
ETZ28092	BD_contigs_contig_23597
ETZ28092	BD_contigs_contig_83343
ETZ29225	BD_contigs_contig_70370
ETZ30565	BD_contigs_contig_14158
ETZ31363	BD_contigs_contig_38012
ETZ31451	BD_contigs_contig_15308
EUA52503	BD_contigs_contig_3356
EUB12719	BD_contigs_contig_90845
EUB16244	BD_contigs_contig_87331
EUB16278	BD_contigs_contig_110603
EUB16985	BD_contigs_contig_84473
EUB19905	BD_contigs_contig_35398
EUB19980	BD_contigs_contig_74455
EUB21653	BD_contigs_contig_57532
EUB21675	BD_contigs_contig_102018
EUB23264	BD_contigs_contig_92987
EUB23835	BD_contigs_contig_10339
EUB24978	BD_contigs_contig_100395
EUB26115	BD_contigs_contig_65340
EUB26405	BD_contigs_contig_80937
EUB26910	BD_contigs_contig_96249
EUB27060	BD_contigs_contig_9468
EUB27153	BD_contigs_contig_46982
EUB29632	BD_contigs_contig_20012
EUB30129	BD_contigs_contig_29225
EUB31364	BD_contigs_contig_109046
EUB31434	BD_contigs_contig_9712
EUB31650	BD_contigs_contig_53614
EUB32841	BD_contigs_contig_108224
EUB33097	BD_contigs_contig_15161
EUB33213	BD_contigs_contig_82318
EUB33213	BD_contigs_contig_72881
EUB33338	BD_contigs_contig_30156
EUB33694	BD_contigs_contig_29444
EUB34343	BD_contigs_contig_57251
EUB34971	BD_contigs_contig_59523
EUB36421	BD_contigs_contig_34616
EUB36421	BD_contigs_contig_10658
EUB36760	BD_contigs_contig_38259
EUB37701	BD_contigs_contig_76883
EUB38347	BD_contigs_contig_56248
EUB38347	BD_contigs_contig_56248
EUB39579	BD_contigs_contig_71539
EUC51693	BD_contigs_contig_83416
EUC51767	BD_contigs_contig_78573
EUC52189	BD_contigs_contig_71853
EUC52303	BD_contigs_contig_91383
EUC52408	BD_contigs_contig_82816
EUC53343	BD_contigs_contig_110178
EUC58017	BD_contigs_contig_29808
EUC58017	BD_contigs_contig_54760
EUC58017	BD_contigs_contig_54753
EUC58044	BD_contigs_contig_60421
EUC58099	BD_contigs_contig_84934
EUC59978	BD_contigs_contig_79708
EUC79698	BD_contigs_contig_96436
EUC80097	BD_contigs_contig_93963
EUC80861	BD_contigs_contig_43579
EUC81150	BD_contigs_contig_85172
EUC82076	BD_contigs_contig_11821
EWC91376	BD_contigs_contig_111021
EWC91470	BD_contigs_contig_53686
EWC91483	BD_contigs_contig_56291
EWC91548	BD_contigs_contig_101632
EWC91559	BD_contigs_contig_99918
EWC92369	BD_contigs_contig_47240
EWC92390	BD_contigs_contig_80152
EWC92390	BD_contigs_contig_58122
EWC92390	BD_contigs_contig_9804
EWC92540	BD_contigs_contig_90018
EWC92699	BD_contigs_contig_1045
EWC92753	BD_contigs_contig_86982
EWC93233	BD_contigs_contig_67694
EWC93509	BD_contigs_contig_88572
EWC93538	BD_contigs_contig_15449
EWC93642	BD_contigs_contig_20870
EWC93886	BD_contigs_contig_110916
EWC95022	BD_contigs_contig_110805
EWC98762	BD_contigs_contig_85560
EXY53712	BD_contigs_contig_86547
EXY53712	BD_contigs_contig_48824
EXZ74401	BD_contigs_contig_62532
EXZ93467	BD_contigs_contig_54982
EYI56997	BD_contigs_contig_80801
GAA27138	BD_contigs_contig_87890
GAD37926	BD_contigs_contig_59895
GAD37926	BD_contigs_contig_78751
GAD38269	BD_contigs_contig_87075
GAD42503	BD_contigs_contig_46031
GAD43303	BD_contigs_contig_37601
GAE86011	BD_contigs_contig_85274
GAK49144	BD_contigs_contig_92185
GAK52232	BD_contigs_contig_36284
GAN38575	BD_contigs_contig_112376
GAT92938	BD_contigs_contig_86485
GAT95963	BD_contigs_contig_62086
GAW69649	BD_contigs_contig_94789
id	contig
id	contig
KDR50880	BD_contigs_contig_25623
KDR51211	BD_contigs_contig_41360
KDR51217	BD_contigs_contig_57708
KDR51265	BD_contigs_contig_61584
KDR51464	BD_contigs_contig_80533
KDR52043	BD_contigs_contig_26154
KDR52043	BD_contigs_contig_26154
KDR52053	BD_contigs_contig_46839
KDR52141	BD_contigs_contig_12382
KDR52195	BD_contigs_contig_13668
KDR52281	BD_contigs_contig_14029
KDR52454	BD_contigs_contig_19772
KDR52637	BD_contigs_contig_25285
KDR52707	BD_contigs_contig_23203
KDR53137	BD_contigs_contig_88612
KDR53259	BD_contigs_contig_6482
KDR53600	BD_contigs_contig_44470
KDR53648	BD_contigs_contig_46065
KDU78263	BD_contigs_contig_76900
KDU78308	BD_contigs_contig_37014
KDU78324	BD_contigs_contig_61952
KDU78417	BD_contigs_contig_51604
KDU78652	BD_contigs_contig_74024
KDU78675	BD_contigs_contig_85848
KDU78676	BD_contigs_contig_85961
KDU78876	BD_contigs_contig_84214
KDU78930	BD_contigs_contig_51180
KDU78945	BD_contigs_contig_34759
KDU78990	BD_contigs_contig_9021
KDU79048	BD_contigs_contig_92617
